city,Deidentified text,ask a genuine question,ask a rhetorical question,provide a fact or claim,provide an observation,express their opinion,express others opinions,money aid allocation,government critique,societal critique,solutions/interventions,personal interaction,media portrayal,not in my backyard,harmful generalization,deserving/undeserving,Racist
san francisco,[USER] A friend of mine is a homeless (by choice) vet ([ORGANIZATION]) on the streets in [PERSON]. He moved out of his [ORGANIZATION] because of mold and critter issues.  He voted for [ORGANIZATION].  We had multiple discussions but he still believes [ORGANIZATION] will do right by him.,0,0,3,1,1,2,0,0,0,0,2,0,0,0,0,0
san francisco,"Judge prunes homeless people’s lawsuit against [ORGANIZATION] [STREET] ‘sweeps’ [USER]
[URL]",0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
san francisco,"[ORGANIZATION] is taking big steps to tackle the housing crisis by converting unused office space into much-needed homes! With waived regulations and tax incentives, cities can turn vacant buildings into vibrant communities. 🏘️ Let's build a brighter future! 🌟 #[PERSON]…",0,0,3,0,3,0,1,0,0,3,0,0,0,0,0,0
san francisco,[ORGANIZATION] punished this business owner (for giving a homeless person a needed bath) worse than [ORGANIZATION] will punish the [ORGANIZATION] who lit ablaze [ORGANIZATION] on GPE1C subway!! [URL],0,0,3,0,2,0,0,2,1,0,0,0,0,0,0,0
san francisco,[USER] Even [ORGANIZATION] has slums as dirty as [PERSON]. Every European country has their Roma population living in terrible places outside cities. An average homeless person in [ORGANIZATION] has worse personal hygiene than anyone living in slums of [PERSON] (can vouch personally for this).,0,0,3,1,2,0,0,0,0,0,0,0,0,3,0,0
san francisco,[USER] I think I saw fog in [ORGANIZATION] when I was in the business district for some reason. Why is it that the [ORGANIZATION] homeless problem is at its worst in a city so close to the monied elites of [ORGANIZATION]?,2,1,3,1,3,0,1,2,1,0,0,0,0,0,0,0
san francisco,"[ORGANIZATION] At Its Finest!
👇👇
This homeless solution was a costly disaster. What comes next for the [LOCATION] camp? [URL]",1,1,3,0,3,0,1,1,0,1,0,1,0,0,0,0
san francisco,[ORGANIZATION] has been going on… [URL] #[PERSON] #news,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
san francisco,"[USER] [USER] 👏👏👏👏 The Dems are for destruction, fear mongering and spreading lies! They can’t even change homelessness and it’s easy! They have no trouble cleaning it up for [ORGANIZATION]’s President to visit [PERSON]!",0,0,3,0,3,1,0,2,1,1,0,0,0,0,0,0
san francisco,I thought no one wanted to play in [ORGANIZATION]. You bring in [ORGANIZATION] and everyone wants to play there now. Did [ORGANIZATION] solve the homelessness problem? [URL],0,3,3,0,2,1,0,2,1,1,0,0,0,1,0,0
san francisco,"[USER] I'm still wondering what happened to the homeless they moved overnight when they rolled out the red carpet for [ORGANIZATION] when he visited [ORGANIZATION]!? 
Where did they go? 

Why would this admin invite a foreign adversaries leader to come anywhere, but maybe the [ORGANIZATION], for meetings.",3,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0
san francisco,"[USER] Here in [ORGANIZATION] we designed this tautology. The political method, address ""root causes"".
This means [ORGANIZATION], as a city, has a policy to solve homelessness for at least the [PERSON] if not the world. Guaranteeing no substantive change while appealing to pathological empathy",0,0,3,0,2,0,0,2,1,0,0,0,0,0,0,0
san francisco,"[USER] Looks like your “European colleague” had preconceived notions about [ORGANIZATION] from biased European media and went looking for the same to reinforce his thoughts. When I’m looking for homeless shelters in [PERSON] or [ORGANIZATION], then I will be looking for the same on trip.",0,0,3,0,2,1,0,1,2,0,0,0,0,1,0,0
san francisco,"I mean the homeless are *right there* in [ORGANIZATION]. Just make the next fentanyl hit conditional on their making progress in coding, and we'll have them training frontier models in no time. [URL]",0,0,3,1,2,0,0,0,2,0,0,0,1,1,0,0
san francisco,"[USER] [USER] [USER] I would bet money that some of the homeless drug addicts roaming [ORGANIZATION] were once engineers that were replaced. Whatever happened to them will happen to you. Any excuse you use will be used against you. 

Also, you're a 9 follower account with no profile picture",0,0,3,0,3,0,0,0,1,0,0,0,0,2,0,0
san francisco,"Epic 🐂 💩 
The concentration of homeless encampments around the main hotels is why so many visitors come away with these videos. 

*[ORGANIZATION] residents should be embarrassed* by the state of their city’s homeless population.

Those people are your responsibility. [URL]",0,0,3,0,2,0,0,2,2,0,0,1,1,1,1,0
san francisco,"What have the billionaire [ORGANIZATION] companies done for [ORGANIZATION] to curb homelessness, hunger, poverty, etc? [URL]",2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
san francisco,[ORGANIZATION] pivoted from tech to homelessness. The downtown became the factory floor of the homelessness industrial complex. Nothing could be more apparent to me. [ORGANIZATION],0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0
san francisco,"[USER] [ORGANIZATION] is a playground and commune for rich people, with soft law enforcement, a lack of affordable housing, and poor overall management. Amuses me when people complain about crime. Of course, there's crime. Residents of [PERSON] are partly responsible for crime.",0,0,3,0,3,1,1,1,3,0,0,0,0,0,0,0
san francisco,"I think it’s important to look at this problem not through the lens of a deeply dysfunctional city like [ORGANIZATION]. Their social services are a magnet which attracts, in the [ORGANIZATION] the problem is more often like magnet which repels. And you should also look at homelessness [PERSON]",0,0,3,0,3,0,0,2,1,1,0,0,0,0,0,0
san francisco,"[ORGANIZATION] destroyed [ORGANIZATION] and now he is total determined to destroy [PERSON].

Eventually there MUST BE AN AUDIT of the Billion of dollars on “Homeless” only PERSON1 knows WHY he vetoed the 2 bills require that there be an audit of all that money. [PERSON] [URL]",0,0,3,0,2,1,3,2,1,0,0,0,0,0,0,0
san francisco,[USER] [USER] [USER] You don’t know me. Don’t personalizing things. I’ve lived and worked in [ORGANIZATION] most my life and am there all the time. Family history in [ORGANIZATION] goes back [ORGANIZATION] surviving the DATE1 earthquake. [ORGANIZATION]’s focus as supervisor in [DATE] was the homeless. It’s $&amp;politics.,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0
san francisco,"[USER] [USER] I doubt you know a single person from [ORGANIZATION] that doesn't have at least a six-figure income. 

Do you really expect us to believe that you walk amongst people such as the homeless or mentally-disturbed people of [ORGANIZATION]? 

C'mon, man. PERSON0",0,3,2,0,3,0,0,0,1,0,0,0,0,0,0,0
san francisco,"PERSON0 [USER] ""powerful photo"" ?? 
this is a picture of what it looks like after [ORGANIZATION][LOCATION] spends $$hundreds of millions$$ to ""solve"" homelessness (a problem that cannot be solved) which results in  more tax $$ wasted with more homeless now than ever before",0,3,2,0,3,0,3,2,0,1,0,0,0,0,0,0
portland,"[USER] PERSON0 Fuck GPE0 and fuck those deranged homeless retards, let em freeze",0,0,1,0,3,0,0,2,0,0,0,0,1,3,3,0
portland,"[USER] [USER] [USER] [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, GPE7, GPE8, GPE9. Top [ADDRESS].",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portland,"[USER] We’d be better off if you removed drugs &amp; addicts from our streets, removed the lawless homeless camps, &amp; acted as a deterrent to the violence that has overwhelmed [ORGANIZATION]

Instead you let people with expired [ORGANIZATION]; no license plates [STREET] on the roads, yet you bust this guy? [URL]",0,2,3,1,3,0,0,1,1,0,0,0,1,1,1,0
portland,"[USER] However we should mention H1b replaces all Americans, not just white dudes. Plenty of mixed race H1B replaced citizens homeless, walking the streets of [PERSON], GPE2 with no [STREET] to get back their careers. 
BUT we must defeat [LOCATION] first, [LOCATION] is the WAR we're in now.",0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0
portland,"[USER] In [ORGANIZATION] OR across the river from me, homeless people and squatters often burn down vacant warehouses accidentally. There’s also a high degree of arson there.",0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0
portland,"[USER] Turns out [ORGANIZATION] is only safe if you’re homeless or a thief. When till lefties learn they need to move to [PERSON], not GPE2",0,0,3,0,3,0,0,1,2,0,0,0,1,1,0,0
portland,"PERSON0 [USER] Absolutely it does. There are homeless women in [ORGANIZATION] who routinely get rounded up, r*ped, then dumped on the streets.  .[USER] &amp; .[USER] report on this often. 

Who [ORGANIZATION] is sticking their d*ck in homeless women? Sick degenerate fks.",0,3,3,1,2,0,0,0,2,0,0,0,0,1,1,0
portland,"Let homeless junkies camp on freeway off-ramps, add in a lack of a traffic division at [ORGANIZATION], and you have the perfect mixture for more and more death.  Brilliant, [ORGANIZATION]. Just brilliant. How very progressive. [URL]",0,0,3,0,3,0,0,2,0,0,0,0,1,2,2,0
portland,"[USER] Hey! I work with [ORGANIZATION]. We are a housing first agency in [ORGANIZATION] metro providing wraparound case management for formerly houseless individuals and get them connected to health, recovery, and employment services",0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0
portland,SHOCKER.. [ORGANIZATION]’s homeless industrial complex needs more money. Really laughable at this point ! [URL],0,0,3,0,3,0,3,1,1,1,0,1,0,0,0,0
portland,"Warming and [PERSON] Under Great Threat

Blog: [URL]

Housing Survey: [URL]

#portland #portlandoregon #portlandstateuniversity #homeless #cold #hot #climatechange #warmingcenters #coolingcenters [URL]",0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
portland,"Because if we don't pass it [ORGANIZATION] schools will all crumble, they'll have to fire most of the teachers and your children will become homeless fentanyl addicts.
(All that will happen in [ORGANIZATION] anyway - just save your money going forward, [ORGANIZATION].) [URL]",0,0,3,0,2,1,2,2,1,1,0,0,0,2,0,0
portland,"PERSON0 I took a trip with buddy to [ORGANIZATION]. I’ve seen homeless people obviously, but never so many. Our hotel had the river view room. The view was tents all across the riverbank.",0,0,3,3,2,0,0,0,0,0,0,0,1,0,0,0
portland,"[USER] [USER] [ORGANIZATION], [PERSON] used to be a beautiful city with lush green parks sprinkled all over the city. It truly was GPE2."" Not now. Mayor went woke immediately during [ORGANIZATION] of love, [ORGANIZATION]-elected DAs didnt prosecute, &amp; homeless invaded soiling our parks w dregs of society",0,0,3,0,2,1,0,3,1,1,0,0,2,2,0,0
portland,"Divine Magistrate Judgment
From [ORGANIZATION]: [USER] [USER]
JUDGEMENT on [ORGANIZATION] in [ORGANIZATION] and Implications of the Patriot Act

In the name of [ORGANIZATION], we, the [URL]",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
portland,[USER] The fentanyl is actually purer in [ORGANIZATION] and [PERSON]. Do ever do any actual research or at least ask homeless where they are from. Young ladies I always ask about their family Rational Emotive therapy it helps to connect with them pre drugs,1,1,3,0,1,0,0,0,1,2,2,0,0,1,0,0
portland,"[USER] [USER] They get arrested.

I live in the [ORGANIZATION].

Not only do drug users and sex workers get arrested in [ORGANIZATION] and [PERSON], but local governments are cracking down on the homeless and putting them in jail while saying they can't house them first *because* they're all drug addicts.",0,0,3,1,1,1,0,3,1,2,0,0,0,1,0,0
portland,"One of the craziest things about ‘They Live’ (DATE0) is how tame the supposedly utterly dystopic homeless camps look in comparison to the actual reality - now- in cities like [ORGANIZATION], [PERSON] and GPE2. [ORGANIZATION]",0,0,3,1,3,0,0,0,1,0,0,0,0,1,0,0
portland,"[USER] [USER] As for [ORGANIZATION], services are abundant and drugs are cheap (and they could be done with impunity on any block in the city and in broad daylight). That's why so [ORGANIZATION] has experienced an explosion of homeless in [ORGANIZATION].",0,0,3,0,3,0,1,1,1,0,0,0,0,1,0,0
portland,"[ORGANIZATION]: [URL]

Blog: [URL]

Housing Survey: [URL]
 #rentwell #compensation #protection #financialstability #homelessness #eviction #portland #oregon #portlandoregon #stability #[PERSON] [URL]",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
portland,"The number of homeless people in #[PERSON] has significantly increased. From 1,887 in [ORGANIZATION] to 6,297 in [LOCATION] according to the [ORGANIZATION] in Time Count.

During that same period, the city spent $1.7 billion on #homelessness between [ORGANIZATION] and [LOCATION]. This figure includes investments in [LOCATION]",0,0,3,0,0,0,3,1,0,1,0,0,0,0,0,0
portland,[USER] That’s how homeless in [ORGANIZATION] travel I’ve seen it with my own eyes !!,0,0,3,3,1,0,0,0,0,0,1,0,0,1,0,0
portland,[USER] Addicted homeless people wandering around [ORGANIZATION]... What could go wrong?,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0
portland,"This story by [ORGANIZATION] is a gut punch and dives into why unsheltered families are “invisible” in [ORGANIZATION]. 

A must read, on [ORGANIZATION] [URL]",0,0,3,0,3,1,0,0,2,0,0,1,0,0,0,0
portland,"Since [ORGANIZATION] won [ORGANIZATION] mayor's race [ORGANIZATION], the main question I've received (even from those who voted for him is): Who is [ORGANIZATION]? 

My attempt to answer.

[URL]",1,1,2,0,1,0,0,2,0,0,0,1,0,0,0,0
portland,“Just stawp it”… while they find some [STREET] to track the person down and fine them or lock them up. Meanwhile [ORGANIZATION] is crawling with criminals &amp; homeless. Let the people have their googly eyes [ORGANIZATION],0,0,3,1,2,1,0,1,2,0,0,0,1,2,0,0
portland,"Homeless people are being moved more quickly! did you mean [ORGANIZATION] in [ORGANIZATION]... 
He said staff referred to him and other guests as “animals.”  Overall, the [STREET] had “a terrible atmosphere of anger and discontent,” he said. [URL]",1,0,3,1,1,1,0,0,1,2,1,1,0,1,1,0
portland,"[USER] [USER]    You are full of crap.  There will be more homeless by the end of your first term than there are now.  People are dying on the streets of [ORGANIZATION] and you and your ilk don't give a damn.  You don't even talk a good talk.  Step by step, what will you do?",2,1,3,0,2,1,0,3,1,1,0,0,0,1,0,0
portland,Almost stepped in an unhoused persons shit on the sidewalk. I hate my stupid [PERSON] life,0,0,3,0,3,0,0,0,0,0,1,0,0,0,1,0
portland,"[USER] interest of nobody. It's an unnecessary burden on neighborhoods and it's inhumane for the homeless. 

Enormous sums of money have been thrown at the problem - as has been done in [ORGANIZATION] and [PERSON] as well - and the problem is worse than ever. 

It's time to switch directions.",0,0,3,0,2,0,3,1,1,1,0,0,1,0,0,0
portland,"PERSON0 It's actually a shallow piece because it trivializes how much damage Marxist rioters did to [ORGANIZATION] in the name of a career criminal who died four states away. 

Those riots emboldened all types of criminals, including a dangerous homeless drug culture that flocked to [ORGANIZATION]. [URL]",0,0,3,0,2,0,0,2,2,0,0,0,0,1,0,1
portland,"[USER] [USER] [USER] needs to be investigated! She keeps asking for money for homelessness, but does nothing with the money! As for schools, that only goes to the [ORGANIZATION] area. The rest of the state is taxed to death.",0,0,3,0,2,0,2,2,0,1,0,0,0,0,0,0
portland,"[USER] [USER] -145VY Point :****: Says Good FOR :*: Damage Control.

.Fireman PERSON0 @ FAC0 Inside FAC1 GPE0 OR :*: XY @ FAC2 Homeless Adviser.

...[PERSON] [ORGANIZATION]; [PERSON] = Holy - Spirit IN Survival of Fittest XY Protestant Apostle Pope/ [URL]",0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
portland,[USER] [USER] I lived in [ORGANIZATION] at the time. Fuck the homeless. They're a public menace. Do what [PERSON] did: outlaw homelessness and put the bums in asylums where they won't bother the rest of us.,0,0,3,0,3,0,0,0,1,1,0,0,3,3,3,0
portland,"These are shameful statistics. We're proud to have a [ORGANIZATION] socialist on [ORGANIZATION] in [ORGANIZATION] ([ORGANIZATION]) with a plan to initiate a social housing program, to ensure our houselessness rate hits a new low of 0%.

[URL]",0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0
portland,"[USER] A bigger factor. [ORGANIZATION] all drugs and having no plan for the fall out. And does [ORGANIZATION] have a homeless problem or is it [PERSON], GPE2 and [PERSON]?",2,1,3,0,3,0,0,1,2,1,0,0,0,0,0,0
portland,"[USER] Nearly 1 percent is a terrible number, but not surprising.  [ORGANIZATION] welcomes all criminals, homeless, and homeless criminals.",0,0,2,0,3,2,0,1,0,0,0,0,0,2,1,0
portland,"This is [ORGANIZATION], [PERSON], [ORGANIZATION]

Homeless People Stand And [ORGANIZATION].

Hi [USER], in [ORGANIZATION] people are Pooping on the streets. Please return their toilet paper and water bottles &amp; try to get your own at a discount store. #[ORGANIZATION]

[URL]",0,0,2,2,1,1,0,0,2,0,0,0,0,1,0,0
portland,"[PERSON] has led to a tragic rise in homeless deaths in [ORGANIZATION]'s [PERSON], particularly in GPE2. Addressing this crisis requires urgent action, collaboration, and resources to support those affected by addiction and homelessness. It's time fo… [URL]",0,0,3,0,3,0,2,0,0,2,0,1,0,0,0,0
portland,"[USER] PERSON0 their homelessness [ORGANIZATION] has nothing to do with any of that. it happened because one of the main places these people are counted was defunded

number of total unsheltered folks and and occupied shelter beds both went up since [ORGANIZATION]

so if anything [ORGANIZATION] made things worse [ORGANIZATION]",0,0,3,1,3,0,1,1,1,1,0,0,0,0,0,0
portland,"[PERSON], what about others that experience the same type of behavior from homeless, drug addicts or [ORGANIZATION]’s in general? You going to be doing a story about all that? [ORGANIZATION] gives you lots of options by the [STREET].",1,2,2,0,2,0,0,0,0,0,0,2,0,1,0,0
portland,"[USER] [USER] [ORGANIZATION]'s public transit - which I used to use [DATE] and [ORGANIZATION] - has become a mobile [INSTITUTION].

As I reflect, so much of what has destroyed this town is unchecked homeless vagrancy.",0,1,2,2,2,0,0,1,0,0,0,0,1,2,0,0
portland,"Wow. They told us they didn't have money for Helene victims in the [ORGANIZATION] and can't help the homeless. Look what they've done to our major cities, [PERSON], [ORGANIZATION], [PERSON], and it goes on.
[URL]",0,0,3,0,2,0,3,2,1,1,0,1,0,0,0,0
portland,Demand that [ORGANIZATION] [URL] via [ORGANIZATION],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
portland,"PERSON0 I feel similar about the homeless drugged out people that no one helps in [ORGANIZATION]. One of the most liberal cities in [PERSON]. The libs think highly of themselves here, but what’s happening with our state and city homeless is shameful. Their policies do not work and instead",0,0,3,0,3,0,0,3,2,1,0,0,0,1,0,0
portland,"[ORGANIZATION] instead of building MORE bike lanes we should consider adequate parking for all the new apartment buildings going up, shelter and aid for homeless, hell how about looking into all the traffic on FAC0. Or is [ORGANIZATION] planning on banning cars in general?",0,3,3,0,3,0,2,2,0,2,0,0,0,0,0,0
portland,[ORGANIZATION] Does anyone care that other cities are sticking their homeless on buses for [ORGANIZATION]?  Hello???,1,2,2,0,2,1,0,1,3,1,0,0,0,0,0,0
portland,"[USER] [USER] - enforce the laws around drugs, for both dealers and users.
- make [ORGANIZATION] less hospitable to the homeless. ([ORGANIZATION], a city of over 2.5mm is being held hostage by ~12k homeless) No handing out tents, eliminate drug ecosystems, no [TIME] camping.",0,0,3,0,1,0,1,3,1,2,0,0,1,2,1,0
portland,Back in DATE0 I used to love to make an DATE1 DATE2 [PERSON] trek to downtown [ORGANIZATION]. DATE3 I noticed more and more homeless people on the [STREET] corners. The final nail in the coffin was [ORGANIZATION] riots. And just like that my fun [PERSON] trip is a distant memory. [URL],0,0,3,1,2,0,0,0,1,0,0,0,1,1,0,0
portland,[ORGANIZATION] Tents lining the streets with homeless and drug users. It doesn’t feel safe in [ORGANIZATION] any longer.,0,0,3,1,3,0,0,0,0,0,0,0,1,1,0,0
buffalo,"DATE0 DATE1: Building a More Resilient GPE0! 
• $111M FAC0 project completed on [ORGANIZATION]
• 500+ new affordable homes in [PERSON], [ORGANIZATION]; GPE4
• Completed GPE0C's first mixed-use manufacturing &amp; affordable housing development [URL]",0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0
buffalo,[USER] Uh some teenage escort thing me and some friends had to be removed from the library's premises in downtown [ORGANIZATION] because we were interviewing homeless people,0,0,3,0,0,1,0,0,1,0,2,0,0,0,1,0
buffalo,When will affordable housing be built in [ORGANIZATION] a blue collar working class town? [URL],3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
buffalo,We could house our homeless people if [ORGANIZATION] stopped doing business with flunky developers. Aren't there more than 2 Developers in [ORGANIZATION]?  Both are [ORGANIZATION] left overs. We deserve better leadership and we're paying attention. [URL],0,3,3,0,3,0,1,1,1,1,0,0,0,0,0,0
buffalo,PERSON0 for Mayor of [ORGANIZATION]. [ORGANIZATION] out [USER]  multiple unaccountable billions for refuge.  We have homeless Americans on the streets of GPE1 [URL],0,0,3,0,2,0,2,3,1,0,0,0,0,0,0,0
buffalo,"ORG0Bills [PERSON], who experienced homelessness as a child,  honored the man who changed his life: his 'Big Brother,' PERSON1.  PERSON2 is ORG1 with the story of their extraordinary  bond. [URL]",0,0,3,0,2,1,0,0,0,1,1,2,0,0,0,0
buffalo,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] I remember freezing my ass off drinking [PERSON] with a homeless guy in the turnstile doors of [ORGANIZATION] as [ORGANIZATION] took [STREET] in a blizzard on FAC0 with thousands of drinking ORG1 fans,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0
buffalo,[USER] I was homeless and at the [INSTITUTION] house for the first time...absolute nightmare,0,0,3,0,3,0,0,0,1,1,1,0,0,0,0,0
buffalo,"You can build homes (not affordable housing, but real homes), buy groceries at [ORGANIZATION], and even help with rent and groceries for everyone in [ORGANIZATION] for $1.5 Billion.

That’s all ORG1 loves to do. Waste money and destroy places. [URL]",0,0,3,0,3,1,3,2,1,1,0,0,0,0,0,0
buffalo,Stories of the homeless [STREET] brothers PERSON0 and [PERSON] to continue their dad's DATE0 mission to bring attention to #homelessness in #[PERSON]. I spoke with PERSON2 [TIME] about what it's like to no longer be homeless. [USER] FULL STORY: [URL] [URL],0,0,3,0,0,1,0,0,0,1,3,1,0,0,0,0
buffalo,[USER] [USER] I did that for the [ORGANIZATION] no show game . Now I’m homeless . Maybe put it on [PERSON] at home in a snow storm and keep the house,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0
buffalo,"The [ORGANIZATION] community is always so generous, and [ORGANIZATION] is very grateful! Your giving DATE0 through [ORGANIZATION] will allow us to finish up our [ORGANIZATION] Kitchen renovation project and continue providing crucial food services for the homeless &amp; needy in [PERSON]! [URL]",0,0,3,0,2,0,2,0,0,3,0,0,0,0,0,0
buffalo,"[TIME] was a cold night in downtown [ORGANIZATION]. [ADDRESS].

Ordinary citizens walking by see them and try to help. Give money, food, anything. Ask if they need help. Ride to a shelter?

Most won’t go near a shelter. Rather freeze.",1,2,3,1,0,1,0,0,0,1,0,0,0,2,0,0
buffalo,"[ORGANIZATION] rookie [USER], who experienced homelessness as a child, honored the man who changed his life: his 'Big Brother,' PERSON0. [PERSON] is ORG2 with the story of their extraordinary bond. [PERSON]",0,0,3,0,0,2,0,0,0,1,1,2,0,0,0,0
buffalo,[ORGANIZATION] is [ORGANIZATION] away from solving their homelessness problem.,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
buffalo,"A homeless crisis is being felt in nearly every community across [ORGANIZATION], making outreach programs even more vital. The state announced [ORGANIZATION] the expansion of its [ORGANIZATION] program, which started trying to help certain upstate regions in [LOCATION]. [URL]",0,0,3,0,1,0,0,0,0,3,0,1,0,0,0,0
buffalo,"[USER] gave me the full ORG0 experience! I feel like I actually got a taste of [ORGANIZATION] era..Everytime we get to the Big game in my ORG1 league, we take time out to let the homeless eat..",0,0,3,0,3,0,1,0,0,2,1,0,0,0,0,0
buffalo,"Yo Ive similar videosbwhen traveling ""hotel homeless"" in [ORGANIZATION] and [PERSON] with twin babies

[LOCATION]",0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
buffalo,PERSON0 PERSON1 [USER] There’s dead carcasses of affordable housing all over the city of buffalo. We don’t need more. Business incentives and more policing would benefit [ORGANIZATION] residents. Plenty of room for an industrial park.,0,0,3,1,2,0,2,1,0,3,0,0,0,0,0,0
buffalo,"[USER] I think if you were in charge of [ORGANIZATION]—or the space program, or a soup kitchen, or an ORG1 team—you would spend [ORGANIZATION] screaming and being screamed at online. First principles. Simplicity. PERSON0 covets and you have ugly fights on the computer",0,0,2,1,3,1,1,0,0,1,0,0,0,0,0,0
buffalo,"[USER] The cover of the album shows [ORGANIZATION], better known as [ORGANIZATION], a homeless woman who lived in [ORGANIZATION], [PERSON]. The [ORGANIZATION] News reported she was killed on [TIME] of [DATE] at [ORGANIZATION], by being hit by a car.[5]",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
buffalo,[USER] A guy making 300 million needed a [DATE] chain?  Bet that [DATE] could have helped some homeless vets sleeping on streets in buffalo.,0,2,3,0,3,0,3,0,1,2,0,0,0,0,0,0
buffalo,"So all the crime-fentanyl-violence-failing schools-inflation-high taxes-illegals-homeless problems. 
It’s good you focused on the handful of buffalo that might have been poached?
[ORGANIZATION] politicians are a joke! [URL]",0,3,3,0,2,0,0,3,1,1,0,0,0,2,1,1
buffalo,"FAC0 busway-adjacent site is currently subject of preservation fight

[PERSON]",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
buffalo,"[ORGANIZATION], [ORGANIZATION] leadership met with Mayor [PERSON] to discuss affordable [ORGANIZATION]; the power of modular construction! Inspiring ideas for building stronger, more accessible communities. [LOCATION]✨ 
#AffordableHousing #BuffaloStrong #BuildingTheFuture [URL]",0,0,3,0,2,0,0,0,0,3,0,1,0,0,0,0
buffalo,These [ORGANIZATION] common council members look like they'd buy anything if the skim amount was just right. We still have homeless Americans we need a [ORGANIZATION] animal shelter. [ORGANIZATION] is gone we don't need to lock step behind him anymore. Time for financial accountability [URL],0,0,3,0,3,1,2,2,1,2,0,0,0,0,0,0
buffalo,"[ORGANIZATION] is a great example of this. In [ORGANIZATION] they shut down the mental health hospital, forcing patients onto the streets.

In [LOCATION], the city celebrated ""ending chronic homelessness"", when really those mental health patients had died or been incarcerated. [URL]",0,0,3,0,3,0,1,1,2,2,0,1,0,0,0,0
buffalo,"A new emergency shelter for families experiencing homelessness is opening its doors in GPE0GPE1. [ORGANIZATION] 

[URL]",0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0
buffalo,"An inspiring story from our [ORGANIZATION] with [ORGANIZATION] back PERSON1, who spent his childhood in and out of homeless shelters and foster care before going on to make it into the #[PERSON]! [USER] [USER] (I'm not crying, you are!) [URL]",0,0,3,0,3,0,0,0,0,1,1,2,0,0,0,0
buffalo,[ORGANIZATION] volunteered [ORGANIZATION] at the ORG1 soup kitchen on FAC0 in [ORGANIZATION] serving [ORGANIZATION] dinner to the less fortunate in our community. [URL],0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0
buffalo,"Inspired by his work, [ORGANIZATION] sons PERSON1 and PERSON2 are carrying on the mission [ORGANIZATION], along with other volunteers from [ORGANIZATION], where [ORGANIZATION] is pastor.

[URL]",0,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0
buffalo,"[USER] [USER] Seconding GPE0, the weather’s only shitty for [ORGANIZATION] and half the city is outside the snow band. Somewhat affordable housing, progressive state, and a functional transit system (by American standards).",0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0
buffalo,"[USER] [USER] [USER] Explain to me why they all go to [ORGANIZATION] for treatment then.

[ORGANIZATION] should have no involvement with healthcare whatsoever.

If [ORGANIZATION] didn't mandate treatment for homeless and illegals we wouldn't be stuck paying the bull.",1,1,3,0,2,0,2,2,1,1,0,0,0,2,1,1
buffalo,"There's where I stayed in buffalo [ORGANIZATION] 
[URL]",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
buffalo,[USER] I'd rather be homeless in [ORGANIZATION] 🤣🤣🤣,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
buffalo,"[ORGANIZATION] celebrates the opening of ORG1 in [ORGANIZATION], a $8.4M transformation of the former ORG2. Supported by a $750K [ORGANIZATION] Better [ORGANIZATION] Fund loan, the project creates affordable housing and revitalized commercial space. Details: [URL]",0,0,3,0,0,2,3,0,0,2,0,1,0,0,0,0
buffalo,[USER] Didn’t he listen to a homeless person in the [STREET] and picked [ORGANIZATION]?,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
buffalo,"[USER] [USER] And yes, the food situation is one of those backwards things where an Egyptian [STREET] beggar eats better than a [ORGANIZATION] poor person because the quality of food is better there than here.",0,0,3,1,2,0,0,0,1,0,0,0,0,3,2,2
