city,Deidentified_paragraph,ask a genuine question,ask a rheorical question,provide a fact or claim,provide an observation,express their opinion,express others opinions,money aid allocation,government critique,societal critique,solutions/interventions,personal interaction,media portrayal,not in my backyard,harmful generalization,deserving/undeserving,racist
sanfrancisco,"And yes, were going to have to force people into that treatment if need be. In his homelessness plan, [ORGANIZATION] cites a [ORGANIZATION] blog post15 pointing to a study of ORG1 facilities that found nearly half of participants recovered from substance use, entered housing and maintained steady employment. Neither [ORGANIZATION] nor [PERSON] has put forth a price tag for that treatment  but it is likely far higher than simply providing beds for people, as the current shelter model does. The candidates do, however, have a point that more mental health treatment is sorely needed. Board-and-care facilities for low-income Californians with serious mental illness have been shuttering across the state at an alarming rate16. The state budget for [ORGANIZATION] includes 805 million for counties to purchase, build, preserve, or rehabilitate such facilities17, but the state has yet to patch the growing hole in the availability and delivery of mental health treatment. The prevalence of mental illness among the homeless is a source of debate18, and being on the streets can worsen existing mental health conditions. There is general agreement among experts and elected officials19 that mental illness alone isnt responsible for homelessness. The people who are suffering from substance use disorder or mental illness are very visible, theyre very challenging. But there is a very large unsheltered population that doesnt have either. PERSON2, founding executive director of ORG2 at [ORGANIZATION] Of the more than 248,000 people who accessed homeless services throughout [LOCATION], 41 reported disabling [ORGANIZATION], which could be anything from diabetes or a broken leg to a mental disorder, according to [ORGANIZATION], the states deputy secretary for homelessness at [LOCATION]. PERSON2, founding executive director of ORG2 at [ORGANIZATION], said a recent study found21 that less than a fifth of 37,000 people experiencing homelessness in [ORGANIZATION] had a clinically diagnosed mental illness, substance use disorder or both. The people who are suffering from substance use disorder or mental illness are very visible, theyre very challenging, she said. But there is a very large unsheltered population that doesnt have either. PERSON4, a professor of medicine at [ORGANIZATION], who leads the ORG6 Benioff Homelessness and Housing Initiative22, also says theres little evidence of correlation between mental health and homelessness. Instead, she says the places with highest homelessness have a split population of high earners who can afford to pay housing costs, and those who cant, competing for a limited supply of housing. Think [PERSON]. Once people are living on the [STREET], theyre much more likely to turn to drugs or alcohol, [ORGANIZATION] said. A lot of people on the streets use stimulants so they dont sleep, because when they sleep, they get assaulted, and their stuff gets stolen, she said. Turns out that when you bring people inside and that goes away, peoples lives calm down, and they can engage in therapy. [ORGANIZATION] recently conducted a study in which researchers approached the [ADDRESS]  and offered them a permanent home. All but one said yes.",0,0,3,1,2,1,2,1,1,2,0,1,0,1,0,0
sanfrancisco,"[ORGANIZATION] by [ORGANIZATION] A proposed emergency ordinance introduced by [PERSON] would require the city to house its entire homeless population in 7,000 hotel rooms amid the coronavirus pandemic. Officials have been grappling with how to protect its homeless community since the virus penetrated the city. The shelter-in-[STREET] order that went into effect on [ORGANIZATION] exempted those who are homeless. If this ordinance passes, those living on the streets would have space to shelter-in-[STREET] just as much of the rest of the city has been doing.",0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
sanfrancisco,"[ORGANIZATION] by [ORGANIZATION] On [LOCATION], San Franciscans will vote on [ORGANIZATION],a local ballot measure that would tax the citys largest corporations to provide relief in the citys ongoing homelessness crisis. On DATE2 of the midterm elections, FAC0 in [ORGANIZATION] had a message for the people of its city ORG1. The artist in charge of the LED displaytold The [ORGANIZATION] Chronicle in [LOCATION] he would never portray an advertisement or DATE4-themed image on it.",0,0,3,0,0,0,2,1,0,2,0,0,0,0,0,0
sanfrancisco,"[ORGANIZATION] has attracted [PERSON] and [PERSON] for his perceived leniency toward criminals, vowing not to prosecute cases involving quality-of-life crimes, such as public camping, offering or soliciting sex, public urination or blocking a sidewalk, according4 to [ORGANIZATION]. We have a long [STREET] to go to decriminalize poverty and homelessness, [ORGANIZATION] said. These numbers are very promising, but we still have [ORGANIZATION] to go before DATE1 on DATE2.",0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0
sanfrancisco,"The homeless can accelerate their benefits by committing new crimes. Many cities have created âœspecialty courtsâ to deal with the particular problems of the addicted, the mentally ill, and the homeless. While some of these institutions use the power of mandated treatment to change lives, others have become another means to distribute funds to criminals. See âœKeeping the Mentally Ill Out of Jail,â [ORGANIZATION]. If youâre homeless in [ORGANIZATION] and commit an offense such as trying to sell drugs, you will get assigned to the Downtown [ORGANIZATION] Community [STREET]. According to internal documents, your supposed âœpunishmentâ will be âœaccess to basic needs, social services, and other resources,â so as to âœaddress the root causesâ of your situation.",0,0,3,0,1,0,1,0,0,2,0,0,0,1,0,0
sanfrancisco,[ORGANIZATION] on rising homelessness in [ORGANIZATION],0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sanfrancisco,"[ORGANIZATION]âs policy exemplifies what [ORGANIZATION] calls a âœtough loveâ approach. The city has built permanent supportive housing for the chronically homeless, cobbled together a coalition of nonprofit partners, and lobbied the state government for more mental-health and addiction services. At the same time, [ORGANIZATION] has enforced a strict ban on public camping and proposed a citywide campaign to discourage citizens from giving money to panhandlers. The [ORGANIZATION] sheriffâs homeless-outreach team attempts to connect the homeless with services but also enforces the law. The sheriffâs office acknowledges that âœmental illness and substance abuse are common in the homeless populationâ and recognizes that it must maintain order in residential neighborhoods. The team shuts down tent cities and conducts regular cleanups, discouraging the permanent encampment culture seen in [ORGANIZATION] cities. The results have been stunning [ORGANIZATION], [ORGANIZATION] reduced its homeless population by 54 percent.",0,0,3,1,2,1,1,0,0,2,1,0,0,1,0,0
sanfrancisco,"The fact that people are somehow able to survive out there for that long is you know, amazing, but they have to be really tough, said [ORGANIZATION], who helps lead an outreach team at [ORGANIZATION] in [ORGANIZATION] aiming to help those experiencing homelessness on transit lines.",0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,0
sanfrancisco,The interesting thing is that it really does shift the onus for affordable housing from government entities who once tackled these projects to business interests seeking to make a profit. Thats likely the argument that theyll make if they decide to continue fighting.,0,0,3,0,1,1,1,0,1,1,0,0,0,0,0,0
sanfrancisco,"We will not prosecute cases involving quality-of-life crimes. Crimes such as public camping, offering or soliciting sex, public urination, blocking a sidewalk, etc., should not and will not be prosecuted, [ORGANIZATION] said in response to an [ORGANIZATION] questionnaire, adding that we have a long [STREET] to go to decriminalize poverty and homelessness. [ORGANIZATION] Mayor [PERSON], a Democrat, described in aJuly DATE0 interview16how the city is drowning in poop.",0,0,3,2,0,3,0,2,1,1,0,0,0,0,0,0
sanfrancisco,"[ORGANIZATION] This is air quotes every block. This is bad. I mean, there has to be some sort of come-to-[PERSON] huge overhaul plan for this city. Whether that means like almost shutting things down and the government bankrolls businesses to keep them there for a while to make sure that you can actually deal with the crime, deal with the homelessness problem.",0,0,3,1,2,0,1,1,1,2,0,0,0,0,0,0
portland,"PERSON0 Remember that with the [ORGANIZATION] administration and the homelessness money that almost a billion dollars, and then they had to do a report that said we were sorry, we dont know where it went. We know where it went.",0,0,3,0,2,1,2,2,1,1,0,0,0,0,0,0
portland,"[ORGANIZATION], yeah, [ORGANIZATION] replied.6 How are we supposed to eat? the man said.7 Current Issue More than half a million people across [ORGANIZATION] experience homelessness on any given night, and the population faces acute risks from the respiratory virus. Many have underlying health conditions6, including chronic lung disease, HIVAIDS, and mental illness, as well as higher levels of stress, which can weaken the immune system. Even in the absence of a viral pandemic, people experiencing unsheltered homelessness have a mortality rate almost 10 times the general populations and nearly three times that of people living in shelters. Access to sanitation facilities, limited under ordinary circumstances, has been further complicated as public spaces like libraries close and service providers suspend operations in response to the pandemic.8 The first confirmed death from Covid-19 in the [ORGANIZATION] homeless population occurred on [LOCATION] in [ORGANIZATION] since then, in [ORGANIZATION], at least two others have died, and dozens of people living in shelters have tested positive for the coronavirus. Social distancing is difficult if not impossible in shelter settings, though shelters across the country are taking various measures to try to limit the risk, including opening new temporary facilities to relieve crowding elsewhere.",2,1,3,0,1,0,0,0,1,2,1,0,0,0,0,0
portland,"[ORGANIZATION] received a grant to support its programs, which are focused on the acquisition, development, redevelopment, and management of affordable housing in [ORGANIZATION].",0,0,3,0,0,0,2,0,0,12,0,0,0,0,0,0
portland,2 [ORGANIZATION] has become a mecca for homeless people because of all the free services and accommodations for them.,0,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0
portland,"The face of homelessness for many people seems to be that man holding a sign at an intersection, or the travelers who congregate in downtown [ORGANIZATION] in warm weather and disappear in cold.",0,0,3,2,1,2,0,0,2,0,0,0,1,0,0,0
portland,"[ORGANIZATION] fined [DATE] for safety violations. [PERSON] in ORG2 The city of [ORGANIZATION] continues to sell off publicly-owned land23 rather than develop affordable housing [ORGANIZATION] receives a certification necessary24 to receive new [ORGANIZATION] funds, ahead of other states. Im not sure what problem self-driving bikes25 would solve.",0,0,3,0,1,0,2,2,0,2,0,0,0,0,0,0
portland,"The reality is that homelessness is the waitress pouring your coffee, the janitor in your office, the little girl in your sons classroom or even the teacher, says [ORGANIZATION], the public relations manager for [ORGANIZATION].",0,0,3,1,0,1,0,0,2,0,1,0,0,0,0,0
portland,"DATE0, I witnessed something that really touched my heart. My little sister, who is very generous, made us some bags to put in our car. The bags are to hand to homeless people holding signs asking for help. These bags contain things like granola bars, water and new socks. She puts in new socks, because research has shown that clean socks are one of the top things that homeless people want.",0,0,3,1,1,1,0,0,0,2,0,0,0,0,0,0
portland,"One project that was supposed to cost 200,000 per unit is coming in at 285,000 per unit-a 42.5 percent overrun. [ORGANIZATION] proudly tweeted that the city just approved another project with 203 units of so-called affordable housing. Because home prices in a market of nearly 820,000 homes are going to be significantly influenced by the subsidized construction of 203 more-Not! As the [ORGANIZATION] previously [ORGANIZATION], affordable housing is not the same as housing affordability. Affordable housing is government subsidized housing for people too poor to afford housing. It is not intended or expected to influence the overall housing market because it does nothing about the underlying conditions that have made housing expensive in the first [STREET].",0,0,3,0,2,1,2,3,1,2,0,0,0,0,0,0
portland,"Planting fruit and nut trees could also strengthen food security, said [ORGANIZATION], and [ORGANIZATION] should also coordinate community gardens and neighbourhood planter boxes. Red tape needed cutting to stop obstructing papak?inga development and encourage affordable housing. [ORGANIZATION] said the economy needed boosting with more industry-specific education, and by a shift in community outlook to better welcome immigrants from different ethnic backgrounds.",0,0,3,0,0,1,0,1,2,2,0,0,0,0,0,0
portland,Oregons housing crisis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
portland,"But when [ORGANIZATION] reported on [ORGANIZATION] comments, alternative transportation and community advocacy organizations cried foul. PERSON1 was denounced by the [ORGANIZATION] bicycle advocacy organization for supporting highway widening. He was accused on the ORG2 blog of recommending a congestion fix that wont work. And on [ORGANIZATION], a coalition of community organizations wrote ORG3 to say such a measure also must include funding for transit operations and low-income fare discounts, bike and pedestrian trails, safety improvements, affordable housing projects and equitable outcomes in all transportation work.",0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0
portland,"[PERSON] housing and affordable food are the top two needs in the state, and mental health services is the third, according to the results of a statewide needs assessment released [ORGANIZATION] from [ORGANIZATION]. The results of this needs assessment are already being used by our [ORGANIZATION] faculty and staff as they continue to offer programs and resources, [ORGANIZATION], [ORGANIZATION] associate director, said in a statement.",0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
portland,"There is this sort of confusing message society gets that we are supposed to care about veterans, or children, etc., yet the same groups touting that often vilify the homeless, overlooking that a substantial portion of the homeless population are veterans, and a growing number of the homeless population are children, he says.",0,0,3,0,1,1,0,0,2,0,0,0,0,1,1,0
portland,"DATE0 iPhone J.D. Delivered by [ORGANIZATION] never thought of [ORGANIZATION] as a tool for social justice, but this occurred to [ORGANIZATION] lawyer [ORGANIZATION], who runs what he calls ORG1 and also practices at ORG2. PERSON1 of the [ORGANIZATION] Tribune reports3 that [PERSON] was trying to help the homeless who stay at a campsite in a park. Under [PERSON] law, when the city cleans up homeless encampments, it is required to retain for [LOCATION] any collected property that is recognizable as belonging to a person and having an apparent use so that it can be retrieved, but according to [PERSON], the city wasnt doing so.",0,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0
portland,"In [ORGANIZATION], the state courts stymied a [ORGANIZATION] effort by [PERSON] to apply a personal income tax to some high-income households, due to a complex web of state statutes and constitutional provisions they interpreted as blocking localities authority to impose taxes on income or to apply progressive rates. The new tax would have raised an estimated 140million a year for efforts to fund affordable housing, education, and transit fight climate change and lower property taxes and fees for people least able to pay.",0,0,3,0,1,0,3,0,0,2,0,0,0,0,0,0
portland,"[ORGANIZATION] discussed a package of state laws passed [ORGANIZATION] to combat the shortage of affordable housing plaguing [ORGANIZATION], particularly in rural areas. Among them was a bill creating a pilot project that will allow two test cities to add 50 acres to their urban growth boundaries and dedicate the land to affordable housing.",0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0
portland,"Give your time, treasure and talent to causes and people you agree with, but at all cost resist the comfortable impulse to support the dividers and the haters. Every town in [ORGANIZATION] has a non-profit or ten that exists to feed the hungry, house the homeless, heal the sick or stimulate our souls. Get off the sidelines and get in the real game.",0,0,3,0,1,1,0,0,2,2,0,0,0,0,0,0
portland,"DATE0 ORG0 Delivered by ORG1 Urban transit agencies are rethinking how they prevent crime and maintain order following nationwide protests over racial bias and police brutality in the death of [ORGANIZATION] and others.Why it matters Transit police  an often overlooked arm of law enforcement  are the ultimate beat cops. Theyre positioned as potential leaders in the effort to defuse anger and rebuild trust in cities where theres renewed interest in the concept of community policing1.Instead of treating fare evasion or homelessness with arrests and prosecution, some transit agencies are experimenting with more compassionate responses to try to address the root causes of those problems. At the same time, agency officials argue a strong police presence is necessary to prevent serious crime and to boost declining ridership.",0,1,3,0,0,2,0,1,0,3,0,0,0,0,0,0
portland,"The [ORGANIZATION] minister stated that [ORGANIZATION] has seen just 12,000 migrants arrive [ORGANIZATION], compared to 74,000 in [LOCATION]. This, he said he estimated, would have cost illegal people traffickers 100 million.175 [PERSON] and [PERSON] to Accept Migrants From [PERSON] But Agree to Donate Aid176 GPE2 and [PERSON] are donating aid to the [PERSON] migrant camp in [ORGANIZATION] after a fire set by migrants destroyed almost the entire camp, leaving nearly 12,500 people temporarily homeless. Both countries indicate they are willing to help financially but will not take any migrants in, which has been consistent with the migration stance of both countries over DATE2.",0,0,3,0,0,1,2,0,0,2,0,0,0,0,0,0
portland,"Shootings were rising, and in [ORGANIZATION], dozens of people died during an unprecedented heat wave. The fact that some 4,000 people lacked housing became impossible to ignore as the city paused its regular sweeps of homeless [PERSON] and tents became more visible. The weakness of the states mental health care system became starker, too There were few sources of help that residents could call during encounters with people in the midst of a crisis.9 Many of these challenges are not unique to [ORGANIZATION].",0,0,3,2,1,0,0,2,1,1,0,0,0,0,0,0
portland,"One example of an existing [ORGANIZATION] that serves a function similar to what we discuss here regarding ECHs is [ORGANIZATION], created in [ORGANIZATION] to support a network of nearly 250 ORG1 working to increase access to affordable housing.6",0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
portland,"[ORGANIZATION] brought [ORGANIZATION] police officer [PERSON] as her State of the Union guest. It was the first time a [ORGANIZATION] police officer has ever been invited to attend. PERSON2, a mother of two, has been with the [ORGANIZATION] Police Bureau for DATE0 and serves on the front lines of the homelessness and drug crises in [PERSON] as a member of [ORGANIZATION].",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
portland,"[ORGANIZATION], [PERSON] mayoral candidate PERSON0 new plan to tackle homelessness includes two statements plagiarized from his rival, [PERSON], plus two other phrases with very similar language.",0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0
portland,[ORGANIZATION] - A [ORGANIZATION] police officer fatally shot a man at a southeast [ORGANIZATION] home after the landlord reported a stranger who appeared to be homeless and suffering from a mental illness lying on a tenants door stoop.,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0
portland,"Mayor [PERSON] said the statue would be removed until the appropriate civic institutions can determine next steps. [ORGANIZATION] in [ORGANIZATION], Mayor [PERSON] announced DATE0 the formation of a new [ORGANIZATION] ORG1 that will be set up to respond to 911 calls for substance abuse, homelessness, and mental health, instead of sending police. The new agency will deploy unarmed personnel made up of social workers, housing and homelessness specialists, and violence prevention coordinators, and will be funded in part with money from the police budget as well as other city departments. The [ORGANIZATION] [INSTITUTION], which has been under ORG2 monitoring since a consent decree in [LOCATION], will continue to exist, but will eventually have a smaller footprint.",0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0
portland,"[ORGANIZATION], on helping [ORGANIZATION] chronically homeless being a choice to save lives",0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0
portland,"There was pushback in [ORGANIZATION] in particular because the administration mentioned [ORGANIZATION], said [ORGANIZATION], chair of [ORGANIZATION]. Of course, youre going to get a lot of feedback if you mention something that was a nightmare.",0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0
portland,"[ORGANIZATION] received a grant to support its programs, which provide emergency shelter and services for at-risk and homeless teens with the objective of transitioning the youth into safe, permanent housing while also addressing other challenges including educational, mental health, and addiction issues.",0,0,3,0,0,0,2,0,1,2,0,0,0,0,0,0
portland,"[ORGANIZATION] - or ORG1 - is embedded in the areas 911 system. Dispatchers who receive calls about mental health crises, homelessness, substance abuse and other welfare checks direct the information to [ORGANIZATION]. On a fundamental level, the [ORGANIZATION] program is designed to send the right kind of first responders into emergent crisis situations where theres not a crime being committed, theres no medical emergency, no fire to be put out, but where there is still somebody whos in profound need, said [ORGANIZATION], the consulting director of ORG2, which runs [ORGANIZATION]1.",0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0
portland,"[ORGANIZATION] Commissioner [PERSON] has pushed hard for supportive housing in [ORGANIZATION] and now, with support from [ORGANIZATION] and Mayor PERSON2, the leaders hope setting a goal will generate the money to cover it. They plan to use federal, state and local money, along with some funds from GPE0s affordable housing bond. But they also hope more [ORGANIZATION] businesses, private hospitals and health-care groups, along with neighboring counties and even tourism-related associations will also step up. As they should.",0,0,3,0,2,2,3,0,1,2,0,0,0,0,0,0
portland,"And millions of others could face homelessness when the [ORGANIZATION] moratorium on evictions expires on [ORGANIZATION]. By the numbers In a survey [LOCATION], around 13 of all adults in the country 27 million said their households didnt have enough food during DATE2, according to [ORGANIZATION].",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
portland,"[ORGANIZATION] had previously said he would pardon PERSON1 and [PERSON]  who were indicted [ORGANIZATION] for unlawful use of a weapon and tampering with evidence for the caught-on-camera confrontation where the couple pointed a rifle and handgun at protesters in front of their house in a private section of the city. Well let it play out and see how this all comes out in the courts, but I stand by what I said, [ORGANIZATION] said at a news conference Wednesday.160 [PERSON], Homeless Camping as [ORGANIZATION] Performs Fewer Sweeps161 GPE1, OR [PERSON] If you feel like youve seen an increase in homeless camping and trash around [LOCATION] [ORGANIZATION], youre not alone. Mayor PERSON3 office says the [ORGANIZATION] pandemic in [ORGANIZATION] has forced more people in the streets as theyve lost their jobs, with homeless camps becoming more established as fewer sweeps are performed. City of [ORGANIZATION] staff say on average, they remove 550,000 pounds of trash and debris from various camps around the city, working [LOCATION] a week to pick up garbage and bio hazards. [ORGANIZATION]s Office of Management and Finance says more camps and garbage are present because theyve stopped sweeping homeless camps.162 ORG3 to [ORGANIZATION] will no longer promote social justice messaging in its games following record-low ratings.",0,0,3,1,0,2,1,0,0,2,0,0,0,0,0,0
portland,"The Rev. [PERSON], minister at [ORGANIZATION] in downtown [ORGANIZATION], says he has met people who came to [PERSON] from elsewhere and ended up homeless - but not by choice. They typically came here because they had a family member here, had a good lead on a job, or the prospect of job, [PERSON] says. The job didnt come through, or they lost the job in [ORGANIZATION] after they got here, and then they ended up on the streets due to a lack of adequate resources. They got stranded.",0,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0
portland,"A native [ORGANIZATION]er, [ORGANIZATION] graduated from [ORGANIZATION] with bachelors degrees in German and journalism. In [ORGANIZATION] she was honored with the schools [PERSON] for her advocacy for higher education and ongoing commitment to the university. She has served in multiple community service and advocacy leadership roles during her career, including serving as a director for [ORGANIZATION], a [ORGANIZATION]-based organization that serves homeless and other marginalized youth. She also serves on the ORG2 community board in [PERSON] as well as the [ORGANIZATION] community advisory board.",0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0
portland,"[ORGANIZATION] by [ORGANIZATION] Officials plan to increase removals of homeless camps where trash, needles and other biohazards have accumulated in [ORGANIZATION], [PERSON], a local ORG1 affiliate reported [LOCATION].",0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0
portland,"Were hoping to have a fairly substantial package released on [ORGANIZATION], [ORGANIZATION] said. Homelessness and affordable housing are also Democratic and Republican priorities, and both sides are keen to raise the standard of living. Proposals are in the works to increase tax credits for low-income Oregonians and spend tens of millions of dollars on grants for child care providers to help them hire more staff and expand their programs.",0,0,3,0,1,1,2,0,0,1,0,0,0,0,0,0
portland,"Wed be better served if, instead, we were debating the meaning of freedom. [ORGANIZATION] that fully 156,000 families are on the edge of homelessness in our small-population state. Every one of those households is now paying more than 50 percent of its [LOCATION] income on rent, and none of them has any savings one medical bill, major car repair or job loss, and theyre on the streets. While socialism may or may not solve their problem, the more pressing issue we have is an entire political party and a huge sector of the billionaire class who see homelessness not as a problem, but as a symptom of a free society. The words freedomand libertyare iconic in American cultureprobably more so than with any other nation because theyre so intrinsic to the literature, declarations and slogans of our nations founding.",0,0,3,0,2,1,0,1,2,1,0,0,0,0,0,0
portland,"Fatal police shootings39 often happen during police stops and arrests - situations that carry increased risks40 of citizen resistance and violent police response. Scaling back low-level enforcement, such as arrests for vagrancy and loitering - much of which has little public safety advantage41- and having police partner with civilian responders for mental health, homelessness and drug-related calls, could mean fewer opportunities for violent police encounters42. Some departments have begun to change their enforcement policies along these lines.",0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0
portland,"Schools have become places where our children can go if they need to be fed - and, unfortunately, the number of students who fall into that category continues to rise. Schools have become essential resources, places of respite, for children who are homeless. Those numbers continue to rise as well.",0,0,3,0,2,0,0,0,1,2,0,0,0,0,0,0
portland,"[ORGANIZATION] is not alone. [PERSON], GPE2 and [PERSON] acutely suffer from lack of affordable housing. Each claws for public money to create more housing and girds against the feared downstream effects of higher public spending for an expanding socially dependent homeless population.",0,0,3,0,2,1,1,1,0,1,0,0,0,1,0,0
portland,"In [ORGANIZATION], a shantytown alongside a two-mile stretch of the corridor was the largest homeless encampment in the [ORGANIZATION]. It contained nearly 200 tents and an estimated 500 homeless people. In [LOCATION] since, criminal activity has become a routine occurrence. For example, in [DATE], police arrested a homeless woman for attempting to kidnap a [ORGANIZATION] girl playing near the trail. [PERSON], a shooting occurred. DATE5, an assailant stabbed a man in the arm before fleeing back into the sea of tents. Unfortunately, [ORGANIZATION] is no exception in [ORGANIZATION] it is a microcosm of GPE1 largest city. In [ORGANIZATION], [ORGANIZATION] was home to an estimated 14,000 chronically homeless people, the vast majority of whom were in [ORGANIZATION], according to [ORGANIZATION]. The [ORGANIZATION] [INSTITUTION] has noofficial policy on clearing out the camps or relocating homeless individuals. Third parties now shoulder the burden of coordinating with the city andobtaining police protection in cleaning up the camps.",0,0,3,1,1,0,0,1,0,1,1,0,0,0,0,0
portland,"The reality Similar views are found in cities across the country. But people who work with [ORGANIZATION] fluid homeless population say the vast majority are local or have local ties - they grew up in [PERSON], for example, or have relatives in the area.",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
portland,n103 Comment from [ORGANIZATION] to ORG1 on Enterprise Affordable Housing Goals Advance Notice of Proposed Rulemaking DATE0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
portland,"[ORGANIZATION] A [ORGANIZATION] homeless woman who did advocacy work for others like her has died. The [ORGANIZATION] reports that [ORGANIZATION], [ORGANIZATION], was found dead [PERSON] at an outdoor pavilion. An autopsy report is expected in [DATE].",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
portland,"The ninth Circuit [STREET] ruled that criminalizing homelessness is cruel and unusual punishment. Former President [PERSON] is still dominating the [ORGANIZATION] race. Legacy admissions challenged after affirmative action ruling. A federal judge ruled against the government being able to tell social media platforms how to moderate certain content, calling previous efforts arguably the most massive attack against free speech in [ORGANIZATION] history.",0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0
portland,"She has a good record to run on, he said. Voters asked her to focus on transportation funding options other than tolling, to work on lowering utility bills, and to work with public safety agencies on addiction, housing and homelessness. She did that.",0,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0
portland,Help our homeless,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0
portland,"Fatal police shootings43 often happen during police stops and arrests - situations that carry increased risks44 of citizen resistance and violent police response. Scaling back low-level enforcement, such as arrests for vagrancy and loitering - much of which has little public safety advantage45- and having police partner with civilian responders for mental health, homelessness and drug-related calls, could mean fewer opportunities for violent police encounters46. Some departments have begun to change their enforcement policies along these lines.",0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0
portland,"The idea isnt new. The city and county already offer about 3,300 of these full-service housing options, which are covered by local and federal dollars as well as support from nonprofits and health-care providers. Local leaders say these programs helped them earn their biggest success yet Vastly reducing the number of veterans who were suffering chronic homelessness in our city.",0,0,3,0,1,1,3,1,0,2,0,0,0,0,0,0
buffalo,"HOME Investment Partnerships HOMEThe HOME Investment Partnerships Program HOME provides formula grants to [ORGANIZATION] and localities that communities use - often in partnership with local nonprofit groups - to fund a wide range of activities including building, buying, andor rehabilitating affordable housing for rent or homeownership or providing direct rental assistance to low-income people.950 millionEliminated",0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0
buffalo,"In addition to the [ORGANIZATION] grant funding awarded by [ORGANIZATION], the [ORGANIZATION] has also made several Emergency Solutions Grants Program [ORGANIZATION] awards to [ORGANIZATION] municipalities. [ORGANIZATION] program funds go to providing emergency shelters for homeless individuals and families and the operation of those shelters, as well as essential services for shelter residents and homelessness prevention programs.",0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0
buffalo,"In response to a Freedom of Information request, the city provided records for just four complaints, none of them complete. Several cases were abandoned after the person who filed the complaint lost touch with [ORGANIZATION], or, in one instance, became homeless. Findings of discrimination, when they do come, take almost three times longer, on average, than [ORGANIZATION] the law allows.",0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
buffalo,"[ORGANIZATION] ORG0 Secretary of [ORGANIZATION] said, This project will transform a vacant community eyesore into a vibrant, mixed-use community asset, which will provide much-needed affordable housing, childcare and address food access and insecurity. This innovative project is just the beginning of the Downtown Revitalization Initiatives transformative impact on the FAC0 district and a glowing testament to Governor [PERSON] broader commitment to revitalizing and re-energizing [ORGANIZATION].",0,0,3,1,0,2,1,0,0,3,0,0,0,0,0,0
buffalo,"ORG1man [ORGANIZATION], a member of [ORGANIZATION], said, [ORGANIZATION] program has sustained bipartisan support in ORG1 since its inception, and if you look at [ORGANIZATION] you can see just how successful and transformative this program is. In fact, ORG2 has previously reported that every dollar of funding leveraged an additional 3.55 in additional resources. Not only should we not be eliminating [ORGANIZATION], we should increase funding for programs like these that support neighborhood reinvestment, affordable housing, and economic development.",0,0,3,0,0,1,3,0,0,2,0,0,0,0,0,0
buffalo,"The funds from each tournament were donated to four local charity organizations, selected by [ORGANIZATION]. In [ORGANIZATION], [ORGANIZATION], ORG2, [PERSON] and [LOCATION] were chosen as beneficiaries. In [PERSON], [ORGANIZATION], [LOCATION] ORG7, ORG8 and ORG9 were selected as the recipients.",0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0
buffalo,"Governor [ORGANIZATION] has announced the start of construction on the 950 Broadway development in [ORGANIZATION]. The 13.5 million project by [ORGANIZATION] will renovate and convert a vacant building into a mixed-use development, including 28 affordable housing units, a free ORG1 child education program, and a proposed indoor urban farm. The building has been unused for [ORGANIZATION] and will bring new life to the area. The project is part of ORG2 10 million FAC0 Downtown Revitalization Initiative Award, which includes 11 projects. The development will also receive financial support from the state, including a loan and grant from [ORGANIZATION], as well as grants from [LOCATION] and [PERSON] ORG5. Overall, the project aims to create affordable housing opportunities and enhance the streetscape in the FAC0 neighborhood.",0,0,3,0,0,1,3,0,0,3,0,0,0,0,0,0
